First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2	Column 75
DROUET	DROUET			 	 107, boulevard Malesherbes, Paris.	 107, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	107	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	173	Sur les Quais. A. Br.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Pierre DUBREUIL 	DUBREUIL 	Pierre	M	Société Photographique de Lille	  S. P. DE LILLE. 27, rue d'Angleterre, Lille (Nord).	27, rue d'Angleterre, Lille (Nord).	France	 	Lille	50.631944444444,3.0575	50.631944444444	3.0575	27	Rue d'Angleterre	50.640986,3.059553	50.640986	3.059553	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	174	Les Quilles.	Ch. V.		Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Pierre DUBREUIL 	DUBREUIL 	Pierre	M	Société Photographique de Lille	  S. P. DE LILLE. 27, rue d'Angleterre, Lille (Nord).	27, rue d'Angleterre, Lille (Nord).	France	 	Lille	50.631944444444,3.0575	50.631944444444	3.0575	27	Rue d'Angleterre	50.640986,3.059553	50.640986	3.059553	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	175	Portrait d'un peintre.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Pierre DUBREUIL 	DUBREUIL 	Pierre	M	Société Photographique de Lille	  S. P. DE LILLE. 27, rue d'Angleterre, Lille (Nord).	27, rue d'Angleterre, Lille (Nord).	France	 	Lille	50.631944444444,3.0575	50.631944444444	3.0575	27	Rue d'Angleterre	50.640986,3.059553	50.640986	3.059553	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	176	Les Bulles.	Ch. V.		Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Pierre DUBREUIL 	DUBREUIL 	Pierre	M	Société Photographique de Lille	  S. P. DE LILLE. 27, rue d'Angleterre, Lille (Nord).	27, rue d'Angleterre, Lille (Nord).	France	 	Lille	50.631944444444,3.0575	50.631944444444	3.0575	27	Rue d'Angleterre	50.640986,3.059553	50.640986	3.059553	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	177	Tête d'enfant.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Pierre DUBREUIL 	DUBREUIL 	Pierre	M	Société Photographique de Lille	  S. P. DE LILLE. 27, rue d'Angleterre, Lille (Nord).	27, rue d'Angleterre, Lille (Nord).	France	 	Lille	50.631944444444,3.0575	50.631944444444	3.0575	27	Rue d'Angleterre	50.640986,3.059553	50.640986	3.059553	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	178	Le Benedicite. Gb.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
E. DUCOURAU 	DUCOURAU 	E.		Photo-Club de Paris	  P. C. P. 104, boulevard Haussmann, Paris.	   104, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	104	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	179	Fontaine à Sequeito. Espagne.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
E. DUCOURAU 	DUCOURAU 	E.		Photo-Club de Paris	  P. C. P. 104, boulevard Haussmann, Paris.	   104, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	104	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	180	Moutons de Sare (Basses-Pyrénées).	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
E. DUCOURAU 	DUCOURAU 	E.		Photo-Club de Paris	  P. C. P. 104, boulevard Haussmann, Paris.	   104, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	104	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	181	Troupeau d'Aulette.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
E. DUCOURAU 	DUCOURAU 	E.		Photo-Club de Paris	  P. C. P. 104, boulevard Haussmann, Paris.	   104, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	104	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	182	Paysage (Bidassoa). A. Ch.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Roger DUPONT 	DUPONT 	Roger	M	 	 4, boulevard Lundy, Reims (Marne).	 4, boulevard Lundy, Reims (Marne).	France	 	Reims	49.265277777778,4.0286111111111	49.265277777778	4.0286111111111	4	Boulevard Lundy, Reims	49.2598,4.0364	49.2598	4.0364	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	183	Étude.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
R. DUVAL 	DUVAL 	R.		Photo-Club de Rouen	  P. C. DE ROUEN. 12, rue François-Arago, Rouen (Seine-Inférieure).	12, rue François-Arago, Rouen (Seine-Inférieure).	France	 	Rouen	49.443055555556,1.1025	49.443055555556	1.1025	12	Q109660531	49.43382846250001,1.0870462500000002	49.43382846250001	1.0870462500000002	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	184	Le Vieux Moulin.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
R. DUVAL 	DUVAL 	R.		Photo-Club de Rouen	  P. C. DE ROUEN. 12, rue François-Arago, Rouen (Seine-Inférieure).	12, rue François-Arago, Rouen (Seine-Inférieure).	France	 	Rouen	49.443055555556,1.1025	49.443055555556	1.1025	12	Q109660531	49.43382846250001,1.0870462500000002	49.43382846250001	1.0870462500000002	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	185	Crépuscule au Havre.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Morris EARLE 	EARLE 	Morris	M	 	 1918, Spruce Street, Philadelphie (U. S. A.).	 1918, Spruce Street, Philadelphie (U. S. A.).	United States of America	 	Philadelphia	39.952777777778,-75.163611111111	39.952777777778	-75.163611111111	1918	 Spruce Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	186	Carmita.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G.-C. ECALLE	G.-C. ECALLE			 	 8, rue de l'Arcade, Paris.	 8, rue de l'Arcade, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	8	rue de l'Arcade	48.873,2.32419	48.873	2.32419	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	187	Profil de Médaille.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G.-C. ECALLE	G.-C. ECALLE			 	 8, rue de l'Arcade, Paris.	 8, rue de l'Arcade, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	8	rue de l'Arcade	48.873,2.32419	48.873	2.32419	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	188	Sous les Fleurs.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G.-C. ECALLE	G.-C. ECALLE			 	 8, rue de l'Arcade, Paris.	 8, rue de l'Arcade, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	8	rue de l'Arcade	48.873,2.32419	48.873	2.32419	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	189	Au Maroc.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G.-C. ECALLE	G.-C. ECALLE			 	 8, rue de l'Arcade, Paris.	 8, rue de l'Arcade, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	8	rue de l'Arcade	48.873,2.32419	48.873	2.32419	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	190	Jeune Fille au Stick.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Adrien FAUCHIER MAGNAN 	FAUCHIER MAGNAN 	Adrien	M	Photo-Club de Paris	  P. C. P. 45, boulevard Haussmann, Paris.	   45, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	45	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	191	Vue de Hollande.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Adrien FAUCHIER MAGNAN 	FAUCHIER MAGNAN 	Adrien	M	Photo-Club de Paris	  P. C. P. 45, boulevard Haussmann, Paris.	   45, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	45	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	192	Vue de Hollande.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Adrien FAUCHIER MAGNAN 	FAUCHIER MAGNAN 	Adrien	M	Photo-Club de Paris	  P. C. P. 45, boulevard Haussmann, Paris.	   45, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	45	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	193	Dans l'île de Marken. A. Br.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
H. FERRAND 	FERRAND 	H.		 	 50, rue Victor-Hugo, Bois-Colombes (Seine).	 50, rue Victor-Hugo, Bois-Colombes (Seine).	France	 	Bois-Colombes	48.9175,2.2683333333333	48.9175	2.2683333333333	50	Rue Victor-Hugo	48.9177,2.2708	48.9177	2.2708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	194	Marie-Anne.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
H. FERRAND 	FERRAND 	H.		 	 50, rue Victor-Hugo, Bois-Colombes (Seine).	 50, rue Victor-Hugo, Bois-Colombes (Seine).	France	 	Bois-Colombes	48.9175,2.2683333333333	48.9175	2.2683333333333	50	Rue Victor-Hugo	48.9177,2.2708	48.9177	2.2708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	195	Étude.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
H. FERRAND 	FERRAND 	H.		 	 50, rue Victor-Hugo, Bois-Colombes (Seine).	 50, rue Victor-Hugo, Bois-Colombes (Seine).	France	 	Bois-Colombes	48.9175,2.2683333333333	48.9175	2.2683333333333	50	Rue Victor-Hugo	48.9177,2.2708	48.9177	2.2708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	196	Portrait.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
H. FERRAND 	FERRAND 	H.		 	 50, rue Victor-Hugo, Bois-Colombes (Seine).	 50, rue Victor-Hugo, Bois-Colombes (Seine).	France	 	Bois-Colombes	48.9175,2.2683333333333	48.9175	2.2683333333333	50	Rue Victor-Hugo	48.9177,2.2708	48.9177	2.2708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	197	A la Cuisine.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Stanislas FERRAND 	FERRAND 	Stanislas	M	 	 50, rue Victor-Hugo, Bois-Colombes (Seine).	 50, rue Victor-Hugo, Bois-Colombes (Seine).	France	 	Bois-Colombes	48.9175,2.2683333333333	48.9175	2.2683333333333	50	Rue Victor-Hugo	48.9177,2.2708	48.9177	2.2708	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	198	Méditation.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G. FINEL 	FINEL 	G.		 	 53, rue du Midi, Taverny, (Seine-et-Oise).	 53, rue du Midi, Taverny, (Seine-et-Oise).	France	 	Taverny	49.025833333333,2.2266666666667	49.025833333333	2.2266666666667	53	rue du Maréchal-Foch				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	199	Le Chemin de l'Étable.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
N. FISCHER 	FISCHER 	N.		 	  Stengade, Copenhague (Danemark).	  Stengade, Copenhague (Danemark).	Denmark	 	Copenhagen	55.676111111111,12.568888888889	55.676111111111	12.568888888889	 	Stengade	55.68791,12.55588	55.68791	12.55588	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	200	Le Far West danois.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
N. FISCHER 	FISCHER 	N.		 	  Stengade, Copenhague (Danemark).	  Stengade, Copenhague (Danemark).	Denmark	 	Copenhagen	55.676111111111,12.568888888889	55.676111111111	12.568888888889	 	Stengade	55.68791,12.55588	55.68791	12.55588	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	201	Portrait de mon Père.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
N. FISCHER 	FISCHER 	N.		 	  Stengade, Copenhague (Danemark).	  Stengade, Copenhague (Danemark).	Denmark	 	Copenhagen	55.676111111111,12.568888888889	55.676111111111	12.568888888889	 	Stengade	55.68791,12.55588	55.68791	12.55588	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	202	Minuit.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
N. FISCHER 	FISCHER 	N.		 	  Stengade, Copenhague (Danemark).	  Stengade, Copenhague (Danemark).	Denmark	 	Copenhagen	55.676111111111,12.568888888889	55.676111111111	12.568888888889	 	Stengade	55.68791,12.55588	55.68791	12.55588	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	203	Clair de lune.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
N. FISCHER 	FISCHER 	N.		 	  Stengade, Copenhague (Danemark).	  Stengade, Copenhague (Danemark).	Denmark	 	Copenhagen	55.676111111111,12.568888888889	55.676111111111	12.568888888889	 	Stengade	55.68791,12.55588	55.68791	12.55588	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	204	Sainte Cécile.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Docteur R. FLAMM 	FLAMM 	Docteur R.	M	Photo-Club de Paris	  P. C. P. 39, avenue Marceau, Paris.	   39, avenue Marceau, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	39	avenue Marceau	48.869944,2.298063	48.869944	2.298063	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	205	Portrait de mademoiselle Th. B.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Docteur R. FLAMM 	FLAMM 	Docteur R.	M	Photo-Club de Paris	  P. C. P. 39, avenue Marceau, Paris.	   39, avenue Marceau, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	39	avenue Marceau	48.869944,2.298063	48.869944	2.298063	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	206	Portrait de M. S. W.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Docteur R. FLAMM 	FLAMM 	Docteur R.	M	Photo-Club de Paris	  P. C. P. 39, avenue Marceau, Paris.	   39, avenue Marceau, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	39	avenue Marceau	48.869944,2.298063	48.869944	2.298063	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	207	Méditation.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Docteur R. FLAMM 	FLAMM 	Docteur R.	M	Photo-Club de Paris	  P. C. P. 39, avenue Marceau, Paris.	   39, avenue Marceau, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	39	avenue Marceau	48.869944,2.298063	48.869944	2.298063	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	208	Cenza.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Docteur R. FLAMM 	FLAMM 	Docteur R.	M	Photo-Club de Paris	  P. C. P. 39, avenue Marceau, Paris.	   39, avenue Marceau, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	39	avenue Marceau	48.869944,2.298063	48.869944	2.298063	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	209	Arlequin.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Docteur R. FLAMM 	FLAMM 	Docteur R.	M	Photo-Club de Paris	  P. C. P. 39, avenue Marceau, Paris.	   39, avenue Marceau, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	39	avenue Marceau	48.869944,2.298063	48.869944	2.298063	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	210	Le Calvaire. D. Ch. Fr.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles FONDU 	FONDU 	Charles	M	Cercle L'Effort	  C. EFF. Vilvorde-lez-Bruxelles (Belgique).	   Vilvorde-lez-Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	211	Sœur Madeleine.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles FONDU 	FONDU 	Charles	M	Cercle L'Effort	  C. EFF. Vilvorde-lez-Bruxelles (Belgique).	   Vilvorde-lez-Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	212	L'Organiste.	Br.		Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles FONDU 	FONDU 	Charles	M	Cercle L'Effort	  C. EFF. Vilvorde-lez-Bruxelles (Belgique).	   Vilvorde-lez-Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	213	Menaces d'Orage.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Arnoldo FONSECA 	FONSECA 	Arnoldo	M	 	 19, rua Luz Soriano, Lisbonne (Portugal).	 19, rua Luz Soriano, Lisbonne (Portugal).	Portugal	 	Lisbon	38.708042,-9.139016	38.708042	-9.139016	19	 rua Luz Soriano				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	214	Vieux temps.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Arnoldo FONSECA 	FONSECA 	Arnoldo	M	 	 19, rua Luz Soriano, Lisbonne (Portugal).	 19, rua Luz Soriano, Lisbonne (Portugal).	Portugal	 	Lisbon	38.708042,-9.139016	38.708042	-9.139016	19	 rua Luz Soriano				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	215	Portrait commencé.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
FOULIS	FOULIS			 	 27, Cluny Gardens, Edimbourg (Ecosse).	 27, Cluny Gardens, Edimbourg (Ecosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	27	 Cluny Gardens				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	216	Le Matin.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
